gene-name	chromosome	start	stop
KBTBD4	11	47593750	47600567
SPAG4L	20	31571579	31592239
NPIPL3	16	21413605	21458484
BIN2	12	51674823	51717948
CCDC151	19	11531273	11545980
USP43	17	9548950	9633001
DEPDC6	8	120885900	121063157
MFSD7	4	675618	683230
RUSC2	9	35490124	35561895
USP11	X	47092089	47107727
BPIL1	20	31595406	31611515
CELA1	12	51722227	51740463
PRKCSH	19	11546269	11561783
AC104942.2	11	47599277	47599823
COL14A1	8	121072019	121384275
NDUFS3	11	47600632	47606113
DHRS7C	17	9674770	9694614
GALNT6	12	51745833	51785200
AC008740.3	16	21458339	21471141
FAM166B	9	35561828	35563896
PLEKHG4B	5	140373	190085
PCGF3	4	699537	764428
SENP8	15	72410637	72433304
GRAMD2	15	72452148	72490136
BPIL3	20	31619454	31631853
AC027045.1	17	9705880	9725388
TESK1	9	35605367	35610038
AC005632.1	16	21475084	21498990
C20orf185	20	31643230	31661434
GLP2R	17	9728868	9795419
SLC7A5P2	16	21531021	21531686
SLC4A8	12	51796945	51902980
PKM2	15	72491370	72523684
C20orf186	20	31667450	31703376
AC005632.5	16	21544266	21561695
LRRC14B	5	191626	195468
FAM180B	11	47608198	47610746
ZNF157	X	47229982	47273704
CCDC127	5	204872	218330
METTL9	16	21610797	21668794
C1QTNF4	11	47611216	47615961
ZNF41	X	47305278	47342345
CD72	9	35609530	35646807
SDHA	5	218356	256815
MTCH2	11	47638858	47664206
RCVRN	17	9799637	9808684
IGSF6	16	21652609	21663981
ELAVL3	19	11562143	11591803
GAS7	17	9813926	10101868
C20orf70	20	31749574	31769218
CPLX1	4	778745	819986
OTOA	16	21689835	21772050
C20orf71	20	31805116	31815564
GAK	4	843064	926174
ZNF653	19	11594246	11616654
SIT1	9	35649292	35650937
AGBL2	11	47681145	47736912
PLUNC	20	31823801	31831115
MRPL13	8	121408083	121457647
AC092375.1	16	21807427	21820137
CCDC107	9	35658301	35661508
ECSIT	19	11616745	11639987
AC092375.6	16	21845885	21868978
PDCD6	5	271736	353971
MTBP	8	121457666	121535875
SCN8A	12	51985020	52202297
C20orf114	20	31861286	31897684
C9orf100	9	35658872	35675863
SNTB1	8	121547985	121824309
MYH13	17	10204183	10276322
AHRR	5	304291	438406
CDK5RAP1	20	31946645	31989367
PARP6	15	72533522	72563628
CNN1	19	11649579	11661138
HAS2	8	122625271	122653630
FNBP4	11	47738070	47788993
TMEM175	4	926175	952444
AC092375.3	16	21893172	21902108
AC092375.4	16	21906832	21912889
ZHX2	8	123793901	123986755
AC092375.8	16	21915446	21930477
CA9	9	35673853	35681156
UQCRC2	16	21963981	21994981
ELOF1	19	11663858	11670051
DERL1	8	124025568	124054648
ACP5	19	11685477	11689801
CXorf24	X	47342970	47344207
NUP160	11	47799670	47870057
ARAF	X	47420516	47431319
TPM2	9	35681989	35691017
ANKRD33	12	52281793	52285505
MYH8	17	10293639	10325267
C5orf55	5	441645	443258
EXOC3	5	443273	472052
BRUNOL6	15	72577068	72612525
WDR67	8	124084920	124164390
DGKQ	4	952675	980683
C16orf65	16	21995186	22012433
ACVRL1	12	52301202	52317145
SYN1	X	47431303	47479252
TIMP1	X	47441712	47446188
SNTA1	20	31995761	32031698
ZNF627	19	11708235	11729974
MYH4	17	10346607	10372876
VWA3A	16	22103863	22168274
HEXA	15	72635775	72668817
TLN1	9	35696945	35732392
CTD-2228K2.5	5	466239	473213
MYH1	17	10395624	10421860
CBFA2T2	20	32077881	32237842
SLC9A3	5	473425	524447
SLC26A1	4	972861	987228
ZNF823	19	11832135	11849824
CFP	X	47483612	47489704
ZNF441	19	11877815	11894893
IDUA	4	980785	998316
ACVR1B	12	52345486	52390857
AC010442.1	5	478238	479604
MYH2	17	10424467	10453017
CEP72	5	612387	667283
CREB3	9	35732332	35737001
ELK1	X	47494920	47510003
ZNF491	19	11908482	11920437
PTPRJ	11	48002110	48192393
FAM83A	8	124194752	124222317
GBA2	9	35736863	35749225
TPPP	5	660883	693510
FGFRL1	4	1003724	1020686
C15orf34	15	72668454	72671129
TMEM202	15	72690668	72700708
ZDHHC11	5	712142	851101
UXT	X	47511197	47518560
GRASP	12	52400724	52409648
AC079322.1	15	72742999	72743725
AC068228.5	8	124213412	124214983
SDR42E2	16	22176904	22201714
ARIH1	15	72766667	72879692
ZNF440	19	11925099	11946016
C8orf76	8	124232231	124253617
ZNF81	X	47696301	47861960
EEF2K	16	22217616	22297954
NECAB3	20	32244893	32262269
ZNF439	19	11959576	11980306
RNF212	4	1050038	1107350
NR4A1	12	52432494	52453291
ZHX1	8	124260697	124286547
ZNF69	19	11998599	12025144
AC100827.2	15	72931165	72934735
RGP1	9	35749203	35758572
GOLGA6B	15	72947038	72960015
AC026740.1	5	795874	796592
ZNF700	19	12035900	12061588
AC005323.1	17	10438391	10441173
MYH3	17	10531844	10559465
BRD9	5	850406	892939
ZNF763	19	12075869	12090390
ZNF182	X	47834250	47863377
MSMP	9	35752987	35756610
CTD-2006C1.2	19	12098432	12157090
NPR2	9	35792151	35809729
HIGD2B	15	72968155	72978490
ATAD2	8	124332093	124408705
BBS4	15	72978528	73030817
POLR3E	16	22308730	22346424
ZNF433	19	12125532	12146556
SPON2	4	1160720	1202750
OR4B1	11	48238362	48239291
SCO1	17	10583654	10600885
OR4X2	11	48266608	48267622
C12orf44	12	52463758	52471278
ADPGK	15	73043636	73076126
OR4X1	11	48285413	48286330
C17orf48	17	10600931	10614550
ZNF630	X	47842756	47931025
OR4S1	11	48327775	48328704
ZNF844	19	12175528	12192380
AC078864.1	12	52473480	52502023
OR4C3	11	48346472	48350023
KRT80	12	52562780	52585784
C20orf144	20	32250090	32251720
ZNF788	19	12203078	12225499
TMEM220	17	10616612	10633646
C20orf134	20	32254304	32256331
AC022415.6	19	12203078	12225491
E2F1	20	32263489	32274210
CDR2	16	22357257	22385938
OR4C45	11	48366900	48373999
AC092535.1	4	1189609	1195204
KRT7	12	52626954	52642709
NEO1	15	73344875	73597546
CTBP1	4	1205236	1243741
SHISA6	17	11144580	11462196
SPAG8	9	35808042	35812269
RRN3P3	16	22430866	22449036
WDYHV1	8	124428965	124454260
OR4C5	11	48387037	48388017
OR4C2P	11	48441762	48442825
TRIP13	5	892758	919472
DNAH9	17	11501748	11873485
PXMP4	20	32294512	32308125
AC130466.1	16	22448134	22791208
OR4A47	11	48510269	48511332
HS3ST2	16	22825498	22927659
FBXO32	8	124515359	124553446
USP31	16	23072727	23160591
AC027369.2	11	48996876	49003247
HINT2	9	35812957	35815351
SPACA5	X	47863734	47869126
ZNF341	20	32319463	32380075
AC021066.1	12	52644250	52652337
RP11-661C8.3	5	979480	981415
ZNF20	19	12241300	12251222
NKD2	5	1008944	1039058
KLHL38	8	124657915	124665190
Z98304.1	X	47927487	47928528
SSX6	X	47967088	47980073
SCNN1G	16	23194036	23228204
AC027369.1	11	49031749	49036168
C4orf42	4	1243088	1246616
KRT81	12	52679699	52685299
HCN4	15	73612200	73661605
AC084851.1	11	49050409	49059581
TMEM8B	9	35814448	35854844
ANXA13	8	124693035	124749647
SLC12A7	5	1050491	1112172
SCNN1B	16	23313591	23392620
C15orf60	15	73735499	73852351
MAEA	4	1283639	1333935
SPACA5B	X	47986603	47991995
NPTN	15	73852355	73925756
TRIM64C	11	49075266	49080664
ZNF625	19	12242932	12267546
SSX5	X	48045656	48056199
CD276	15	73976554	74006859
KRT86	12	52695649	52702947
CHMP4B	20	32399110	32442172
AC084851.2	11	49089186	49090841
FOLH1	11	49168188	49230222
COG7	16	23399814	23464501
RALY	20	32581452	32696114
C9orf128	9	35816388	35828744
SSX1	X	48114752	48126879
FAM91A1	8	124780696	124827692
SSX9	X	48154885	48165675
C15orf59	15	74032152	74043816
KRT83	12	52708085	52715182
OR13J1	9	35869260	35870598
TBC1D21	15	74165968	74181555
ZNF136	19	12273879	12300064
AC116351.3	5	1065228	1160489
HRCT1	9	35906189	35907138
SLC6A19	5	1201710	1225232
OR2S2	9	35957105	35958151
GGA2	16	23474863	23521815
LOXL1	15	74218789	74244478
SSX3	X	48205863	48216187
RECK	9	36036430	36124448
ZNF44	19	12353948	12405702
FER1L6	8	124968225	125132302
KRT85	12	52753790	52761309
RP11-1244E8.1	4	1341054	1381837
AC114291.1	5	1212030	1411020
SLC6A18	5	1225470	1246304
SSX4	X	48242863	48252785
STOML1	15	74275547	74284689
KRT84	12	52771596	52779417
EIF2S2	20	32676104	32700138
GLIPR2	9	36136102	36163910
SSX4B	X	48261524	48271344
EARS2	16	23533335	23568696
ZNF18	17	11880762	11900689
KRT82	12	52787735	52800176
PML	15	74287014	74340151
TERT	5	1253262	1295162
SLC38A5	X	48316920	48328644
ASIP	20	32848171	32857150
CRIPAK	4	1388152	1389776
C8orf54	8	124996378	125053023
AHCY	20	32868074	32891154
KRT75	12	52817983	52828309
CCIN	9	36169389	36171329
AC090921.2	8	125204932	125259639
TMEM65	8	125323161	125384940
NKX1-1	4	1396720	1400119
CLTA	9	36190892	36304778
FAM53A	4	1619642	1686029
ITCH	20	32951041	33099198
TRMT12	8	125463048	125465262
KRT6B	12	52840437	52845910
UBFD1	16	23568392	23585710
RNF139	8	125487008	125500846
ZNF563	19	12428291	12444534
TATDN1	8	125500751	125551313
KRT6C	12	52862307	52867569
NDUFAB1	16	23592323	23607677
SLBP	4	1694527	1714282
CLPTM1L	5	1317859	1345214
MAP2K4	17	11924141	12047140
ZNF442	19	12460185	12476719
GNE	9	36214430	36277041
DYNLRB1	20	33104214	33128762
PALB2	16	23614483	23652678
FTSJ1	X	48334541	48344752
NDUFB9	8	125551343	125562226
TMEM129	4	1717679	1723085
KRT6A	12	52880958	52887181
ZNF799	19	12490003	12512088
MAP1LC3A	20	33134658	33148149
AC013486.3	15	74354802	74357788
MTSS1	8	125563031	125740730
GOLGA6A	15	74362198	74374891
DCTN5	16	23652713	23681195
TACC3	4	1723227	1746898
MYOCD	17	12569214	12672266
PIGU	20	33148346	33264910
RNF38	9	36336393	36487545
AC135977.2	11	49426643	49437305
PLK1	16	23690143	23701688
AC010931.1	15	74387185	74392579
AC130364.2	11	49597801	49830180
SLC6A3	5	1392905	1445543
AC130364.1	11	49854689	49860872
ISLR2	15	74421699	74429143
PORCN	X	48367350	48379202
KRT5	12	52908363	52914243
ZNF443	19	12540521	12551926
AC090922.1	8	125759625	125877707
ZNF572	8	125985539	125991631
OR4C13	11	49973943	49974971
TP53INP2	20	33292094	33301243
OR4C12	11	50003108	50004037
AC005277.1	17	12692829	12894960
ERN2	16	23701630	23724821
AC109635.1	11	50205759	50206923
KRT71	12	52937694	52946931
FGFR3	4	1795034	1810598
NCOA6	20	33302578	33413452
AC024405.1	11	50368318	50379803
SQLE	8	126010720	126034525
AC026748.1	5	1393642	1394123
OR4A5	11	51411448	51412395
ZNF709	19	12571998	12624668
LPCAT1	5	1456595	1524092
ELAC2	17	12895703	12921359
MELK	9	36572859	36677503
KRT74	12	52959603	52967609
OR4C46	11	51515282	51516211
TRIM48	11	55029658	55038595
KRT72	12	52979373	52995292
GGT7	20	33432523	33460663
EBP	X	48379546	48387104
PAX5	9	36833272	37034476
MRPL36	5	1798500	1801480
CTD-3105H18.13	19	12572373	12662288
ZNF564	19	12636185	12662327
KIAA0196	8	126036505	126104061
AP005597.1	11	55059363	55065745
AC130454.2	16	23765948	23770272
ISLR	15	74466012	74469213
NDUFS6	5	1801514	1816719
AF196972.1	X	48387556	48433275
ZNF490	19	12688775	12750912
KRT73	12	53001355	53012343
TBC1D25	X	48397845	48420997
PRKCB	16	23847322	24231932
OR4A16	11	55110627	55111707
STRA6	15	74471807	74501371
IRX4	5	1877541	1887350
ZNF791	19	12721732	12742735
OR4A15	11	55135360	55136394
KRT2	12	53038343	53045959
AP005639.1	11	55234532	55235194
HS3ST3A1	17	13399006	13505244
RBM3	X	48432837	48437454
AP001998.1	11	55258533	55259624
COX10	17	13972846	14111994
IRX2	5	2745959	2752969
LETM1	4	1813206	1857974
OR4C15	11	55321783	55322895
ACSS2	20	33459949	33515765
ZCCHC7	9	37120536	37358146
CDRT15	17	14138990	14140179
OR4C16	11	55339604	55340536
C5orf38	5	2752245	2755511
CACNG3	16	24266874	24374122
KRT1	12	53068520	53074191
NSMCE2	8	126104083	126379367
MAN2B1	19	12757325	12777556
HS3ST3B1	17	14204400	14252721
OR4C11	11	55370917	55371849
WHSC1	4	1873151	1983934
RBBP6	16	24550908	24584184
AC005863.1	17	14670900	14683520
OR4P4	11	55405834	55406772
PMP22	17	15133095	15168644
TRIB1	8	126442563	126450642
AC091947.1	5	3508883	3653768
OR4S2	11	55418380	55419315
IRX1	5	3596168	3601517
KRT77	12	53083410	53097247
AC025187.1	5	4087336	4095556
WDR13	X	48448430	48463581
OR4C6	11	55432614	55433671
AC106799.1	5	4403833	4420532
CCDC33	15	74509613	74628811
AC114303.1	5	4702280	4930123
FAM84B	8	127564689	127570466
ADAMTS16	5	5140443	5320417
GRHPR	9	37422663	37436987
WDR83	19	12777628	12786645
OR4P1P	11	55450987	55451748
KRT76	12	53161940	53171105
POU5F1P1	8	128427133	128429455
AP006437.1	11	55493807	55494634
AC036111.1	11	55522480	55523433
OR5D13	11	55540914	55541858
KRT3	12	53183470	53189892
MYC	8	128747680	128753674
OR5D14	11	55563032	55563976
KIAA0947	5	5420777	5490347
TEKT3	17	15207128	15244958
GSDMC	8	130760443	130799134
OR5L1	11	55578854	55579952
C19orf56	19	12778881	12780465
KRT4	12	53200333	53208335
CYP11A1	15	74630100	74660081
OR5D18	11	55587086	55588073
DHPS	19	12786537	12792682
WAS	X	48534985	48549818
ZBTB5	9	37438111	37465396
CDRT4	17	15339332	15466875
MED10	5	6371994	6378707
FAM49B	8	130853718	131028697
POLR1E	9	37485932	37503694
TNRC6A	16	24741016	24837548
UBE2QL1	5	6448736	6495022
KRT79	12	53215232	53228079
FAM18B2	17	15341258	15466945
NSUN2	5	6599352	6633404
SUV39H1	X	48554211	48567403
OR5L2	11	55594695	55595630
GSS	20	33516236	33543620
KRT78	12	53232746	53242778
OR5D16	11	55606228	55607214
SPRYD5	11	55650773	55659286
SEMA7A	15	74701630	74726300
ASAP1	8	131064353	131414217
CDRT1	17	15468798	15523018
UBL7	15	74738318	74753523
KRT8	12	53290971	53298868
MYH7B	20	33563206	33590240
FBXW9	19	12799731	12807457
FBXO10	9	37510893	37576250
OR5W2	11	55681126	55682058
OR5I1	11	55702932	55703876
GLOD5	X	48620155	48632064
SRD5A1	5	6633456	6669675
ARID3B	15	74833546	74890472
SLC5A11	16	24857162	24922947
OR10AG1	11	55735034	55735939
TNPO2	19	12810008	12834810
GATA1	X	48644962	48652718
AC005838.2	17	15468847	15469578
TOMM5	9	37588410	37592636
RP11-385D13.1	17	15474805	15554967
OR7E5P	11	55746179	55753881
WHSC2	4	1984441	2043630
TRIM16	17	15531274	15587613
OR5F1	11	55761157	55762101
FRMPD1	9	37650997	37746901
CLK3	15	74900713	74922542
ADCY8	8	131792554	132052835
HDAC6	X	48659784	48683392
RG9MTD3	9	37753802	37778969
OR5AS1	11	55797895	55798869
POLS	5	6714718	6757161
OR5AQ1P	11	55822015	55822779
TRPC4AP	20	33590207	33680674
OR8I2	11	55860753	55861762
EXOSC3	9	37766975	37801434
OR8H2	11	55872519	55873457
ARHGAP17	16	24930710	25026675
ZNF286	17	15602891	15648092
OR8H3	11	55889849	55890787
ADCY2	5	7396321	7830194
EFR3A	8	132916335	133025889
DCAF10	9	37800499	37867663
NAT8L	4	2042995	2070816
OR8J3	11	55904247	55905194
OR8K5	11	55926870	55927793
C4orf48	4	2043689	2045697
EDEM2	20	33703160	33735167
OR5J2	11	55944094	55945032
MCART1	9	37879400	37904350
EDC3	15	74922899	74988384
OR5T2	11	55999582	56000661
POLN	4	2073645	2243848
SHB	9	37919131	38069210
OR5T3	11	56015370	56020698
PROCR	20	33758727	33765165
C19orf43	19	12841455	12845529
OC90	8	133036467	133123406
AC107016.1	12	53342655	53346684
CYP1A1	15	75011883	75017951
ALDH1B1	9	38392661	38398658
ASNA1	19	12848306	12859137
OR5T1	11	56043029	56044146
IGFBPL1	9	38408991	38424444
C9orf51	9	38526663	38528800
MMP24	20	33814457	33864801
OR8H1	11	56057529	56058566
ANKRD18A	9	38543250	38620657
C5orf49	5	7830491	7851603
TBC1D26	17	15635561	15652506
OR8K3	11	56085783	56086721
EIF6	20	33866714	33872788
EIF4B	12	53400062	53435992
MTRR	5	7851299	7906138
BEST2	19	12863407	12869269
OR8K1	11	56113421	56114507
KCNQ3	8	133139193	133493200
C9orf122	9	38620471	38624987
HAUS3	4	2229191	2243891
OR8J1	11	56127691	56128764
CNTNAP3	9	39072764	39288456
ADORA2B	17	15848231	15879060
HOOK2	19	12873817	12886434
OR8U1	11	56143100	56144029
CYP1A2	15	75041184	75048941
ZSWIM7	17	15879874	15903031
LRRC6	8	133584449	133687813
MXD4	4	2249159	2264021
OR5R1	11	56184734	56185708
AP002512.1	11	56216144	56217150
OR5M9	11	56229945	56230877
ZFYVE28	4	2271309	2420390
LCMT1	16	25123047	25189551
FAM83C	20	33873287	33880225
OR5M3	11	56237050	56237973
TMEM71	8	133722194	133772914
CSK	15	75074425	75095539
OR5M8	11	56257911	56258846
UQCC	20	33890369	33999944
JUNB	19	12902310	12904124
TTC19	17	15902782	15948336
FASTKD3	5	7859272	7869150
OR5M5P	11	56294040	56294738
TENC1	12	53440810	53458163
OR5AP2	11	56408965	56409915
ERAS	X	48687283	48688548
PCSK1N	X	48689504	48694035
OR5AR1	11	56431138	56432163
PHF20L1	8	133787604	133861052
PRDX2	19	12907634	12912694
RP11-478C1.6	4	2341142	2342270
TIMM17B	X	48750730	48755426
RP11-503N18.3	4	2451700	2464668
OR9G1	11	56467864	56468781
SEMA5A	5	9035138	9546187
RNF4	4	2463947	2627047
FAM75A1	9	39355666	39361956
AQP8	16	25228242	25240261
LMAN1L	15	75105057	75123592
OR9G4	11	56510304	56511287
NCOR1	17	15934718	16119010
AP001803.2	11	56542738	56543547
ZNF658B	9	39443804	39464526
OR5AK3P	11	56738525	56739421
ZKSCAN2	16	25247326	25268855
RNASEH2A	19	12917428	12924462
AP002826.1	11	56756347	56757342
TAS2R1	5	9629109	9630463
LRRC55	11	56949221	56959191
FAM173B	5	10226442	10250009
CPLX3	15	75118887	75124143
GDF5OS	20	34020827	34023248
APLNR	11	57001054	57004726
RTBDN	19	12936297	12946230
GDF5	20	34021145	34042568
HS3ST4	16	25703347	26149009
ULK3	15	75128459	75135552
C4orf8	4	2626988	2734292
CCT5	5	10250033	10266524
CEP250	20	34042985	34099804
C16orf82	16	27078028	27080486
JMJD5	16	27214807	27233089
TNKS1BP1	11	57067103	57092413
MAST1	19	12949348	12985765
FAM75A2	9	39884942	39891210
TG	8	133879205	134147143
FAM74A1	9	39900338	39907240
NSMCE1	16	27236316	27280096
AL353791.1	9	40028620	40032417
FAM75A3	9	40700291	40706537
TNIP2	4	2743375	2758103
ZNF658	9	40760700	40836415
SSRP1	11	57093460	57103351
DNASE2	19	12986023	12992335
IL4R	16	27325247	27376099
SH3BP2	4	2794750	2842825
SCAMP2	15	75136071	75165719
KLF1	19	12995236	12998017
P2RX3	11	57105949	57137549
CMBL	5	10275987	10308138
MPI	15	75182363	75191798
FAM74A2	9	41305112	41311993
FAM75A4	9	41321107	41327364
GCDH	19	13001974	13010782
IL21R	16	27413686	27462115
MARCH6	5	10353815	10435491
FAM75A5	9	41487052	41506925
C15orf17	15	75192329	75199462
BX664615.1	9	41953582	41955031
C20orf173	20	34108569	34117481
PRG3	11	57144243	57148623
AC002553.2	17	15943505	15943994
ANKRD20A2	9	42368303	42411410
PIGL	17	16120509	16229573
COX5A	15	75212132	75230509
RPP25	15	75247443	75249775
CBWD7	9	42668608	42714962
GTF3C1	16	27471935	27561251
PRG2	11	57154267	57158112
SCAMP5	15	75287901	75313836
ERGIC3	20	34129770	34145405
SLA	8	134048974	134115310
CENPV	17	16245848	16256813
PPCDC	15	75315896	75343067
ADD1	4	2845584	2931803
C15orf39	15	75491233	75504510
ROPN1L	5	10441636	10472141
UBB	17	16284113	16286054
AC113208.3	15	75518740	75524916
TRPV2	17	16318888	16340317
RP11-1C1.5	5	10505108	10522196
GOLGA6C	15	75550899	75562540
SYCE2	19	13009600	13030076
ANKRD33B	5	10564442	10650308
FOXD4L2	9	42717234	42720342
FARSA	19	13033284	13044558
DAP	5	10679342	10761384
ANKRD20A1	9	43089972	43133544
C17orf76	17	16344891	16395480
GOLGA6D	15	75575176	75588148
WISP1	8	134203312	134241569
SLC43A3	11	57174429	57195053
ZNF287	17	16453631	16472520
FAM75A6	9	43624507	43630730
KIAA0556	16	27561468	27791689
CTNND2	5	10971952	11904155
AC068338.3	15	75593975	75595020
CNTNAP3B	9	43684902	43924049
COMMD4	15	75628232	75634268
NDRG1	8	134249414	134309547
PQBP1	X	48755195	48760420
TETRAN	4	2932288	2936586
SPAG4	20	34203814	34208971
NEIL1	15	75639331	75647592
ZNF624	17	16524051	16557158
CALR	19	13049414	13055304
CCDC144A	17	16592851	16681195
CPNE1	20	34213953	34252878
MAN2C1	15	75648133	75660941
RTN4RL2	11	57228317	57244429
RP11-160N1.10	9	44867571	44870528
NOP14	4	2939660	2965112
FAM27C	9	44990314	44991483
FAM27A	9	45727107	45728274
FAM27E2	9	45733559	45734896
FAM27E1	9	46385691	46387031
FAM27D1	9	46389110	46391556
DNAH5	5	13690440	13944652
SLC43A1	11	57252010	57283159
GRK4	4	2965298	3042474
AL953854.2	9	47295855	47314322
RAD23A	19	13056654	13064448
KRT17P1	17	16744057	16749197
TNFRSF13B	17	16836379	16875402
ST3GAL1	8	134467091	134584183
SIN3A	15	75661720	75748124
FAM75A7	9	65503363	65509610
TIMM10	11	57295938	57298232
RP11-262H14.4	9	66553273	66555928
AC104024.2	17	16891643	16893491
MPRIP	17	16946074	17088874
SMTNL1	11	57308979	57318108
FAM27B	9	67792938	67794111
ANKRD20A3	9	67926761	67969840
TRIO	5	14143811	14532235
GADD45GIP1	19	13064972	13068050
SLC35A2	X	48760459	48769235
RP11-195B21.3	9	67968793	67987998
UBE2L6	11	57319129	57335453
HTT	4	3076408	3245676
DAND5	19	13080432	13085567
FOXD4L6	9	69199480	69202204
PTPN9	15	75759462	75871630
AC103706.1	8	134537652	134540252
CBWD6	9	69204535	69272478
ZFAT	8	135490033	135725281
NFIX	19	13106584	13209610
SNUPN	15	75890424	75918446
GSG1L	16	27798850	28074830
SERPING1	11	57364860	57382326
PIM2	X	48770459	48776301
C4orf44	4	3246096	3273465
OTUD5	X	48779305	48815648
IMP3	15	75931426	75941047
XPO6	16	28109316	28223190
RGS12	4	3294755	3441640
LYL1	19	13209848	13213681
SNX33	15	75940247	75954642
FAM105A	5	14581884	14615073
TRMT1	19	13215716	13227563
C17orf84	17	17072078	17088887
PLD6	17	17104309	17109632
YPEL4	11	57412561	57417417
BX255923.1	9	69252845	69253282
CSPG4	15	75966663	76005189
ANKRD20A4	9	69381812	69425560
FLCN	17	17115526	17140502
FAM105B	5	14664773	14699820
AC105020.1	15	75970672	75973093
CR769776.1	9	69425668	69448861
CLP1	11	57425216	57429334
ODF3L1	15	76016318	76020029
AL445665.1	9	69651361	69655715
AC019294.4	15	76031362	76114278
AC019294.1	15	76067894	76076125
FOXD4L5	9	70175707	70178815
ANKH	5	14704913	14871887
FOXD4L4	9	70426623	70429731
COPS3	17	17150134	17184607
AF207550.2	X	48797263	48798079
NACC1	19	13229109	13251955
ZDHHC5	11	57435368	57468659
CBWD5	9	70432001	70497240
KCND1	X	48818639	48827976
AC019294.3	15	76077872	76079321
SBK1	16	28303840	28335160
UBE2Q2	15	76135622	76193419
STX10	19	13254903	13261052
GRIPAP1	X	48830134	48858675
AC010491.1	5	14714789	14716601
AC138904.1	16	28355662	28367975
FBXL7	5	15500305	15939900
EIF3CL	16	28390900	28415200
MED19	11	57471189	57479673
NT5M	17	17206649	17250977
FBXO22	15	76196200	76227609
HGFAC	4	3443614	3451211
TMX2	11	57480042	57508444
MARCH11	5	16067248	16180871
KHDRBS3	8	136469700	136659838
IER2	19	13261282	13265716
NRG4	15	76233277	76304785
ZNF622	5	16451628	16465901
MED9	17	17380300	17396535
NFS1	20	34220262	34287281
RASD1	17	17397751	17399707
CACNA1A	19	13317256	13617274
DOK7	4	3465033	3503200
PEMT	17	17408877	17495022
FAM134B	5	16473147	16617167
TFE3	X	48886242	48901012
C15orf27	15	76352178	76497304
FAM135B	8	139142266	139509065
AC138894.3	16	28425024	28426457
